date,region,county,market,market_id,latitude,longitude,category,commodity,commodity_id,unit,priceflag,pricetype,currency,price,usdprice,date_month,rainfall_mm,price_per_kg,month,year,season,petrol_price_kes,diesel_price_kes,rolling_3m_avg,rolling_6m_avg,rolling_12m_avg,price_vs_regional_avg,price_label
2024-09-15,North Eastern,Garissa,Alinjugur,10362,-0.03,40.46,pulses and nuts,Beans,50,KG,actual,Retail,KES,196.0,1.52,2024-09-01,3.866666666666666,196.0,9,2024,Dry Season,188.84,171.6,194.0,194.0,194.0,1.1794310722100656,Expensive
2024-09-15,North Eastern,Mandera,Alungu,10393,3.05,41.06,pulses and nuts,Beans,50,KG,actual,Retail,KES,213.0,1.65,2024-09-01,3.866666666666666,213.0,9,2024,Dry Season,188.84,171.6,213.0,213.0,213.0,1.2817286652078774,Expensive
2024-03-15,Rift Valley,Baringo,Amaya,10504,0.77,36.41,pulses and nuts,Beans,50,KG,actual,Retail,KES,153.0,1.14,2024-03-01,58.457142857142856,153.0,3,2024,Long Rains,206.36,196.47,153.0,153.0,153.0,0.9109045331105076,Average
2023-12-15,Rift Valley,Turkana,Aposta,10460,4.06,34.52,pulses and nuts,Beans,50,KG,actual,Retail,KES,167.0,1.09,2023-12-01,79.61142857142856,167.0,12,2023,Short Rains,212.36,201.47,167.0,167.0,167.0,0.9571392972838276,Average
2024-03-15,Rift Valley,Turkana,Aposta,10460,4.06,34.52,pulses and nuts,Beans,50,KG,actual,Retail,KES,138.0,1.03,2024-03-01,58.457142857142856,138.0,3,2024,Long Rains,206.36,196.47,152.5,152.5,152.5,0.8216001671192814,Cheap
2024-06-15,Rift Valley,Turkana,Aposta,10460,4.06,34.52,pulses and nuts,Beans,50,KG,actual,Retail,KES,178.0,1.38,2024-06-01,80.53142857142858,178.0,6,2024,Dry Season,189.84,179.3,161.0,161.0,161.0,1.147106208947825,Expensive
2024-09-15,Rift Valley,Turkana,Aposta,10460,4.06,34.52,pulses and nuts,Beans,50,KG,actual,Retail,KES,140.0,1.09,2024-09-01,140.00214285714284,140.0,9,2024,Dry Season,188.84,171.6,152.0,155.75,155.75,0.9830310122878876,Average
2024-09-15,Rift Valley,Samburu,Archers Post,10421,0.64,37.67,pulses and nuts,Beans,50,KG,actual,Retail,KES,103.0,0.8,2024-09-01,140.00214285714284,103.0,9,2024,Dry Season,188.84,171.6,103.0,103.0,103.0,0.7232299590403746,Cheap
2026-03-15,Rift Valley,Samburu,Archers Post,10421,0.64,37.67,pulses and nuts,Beans,50,KG,actual,Retail,KES,115.0,0.89,2026-03-01,0.85,115.0,3,2026,Long Rains,178.28,166.54,109.0,109.0,109.0,0.8582089552238806,Cheap
2023-12-15,North Eastern,Mandera,Ashabito,10400,3.55,40.87,pulses and nuts,Beans,50,KG,actual,Retail,KES,259.0,1.69,2023-12-01,12.123333333333331,259.0,12,2023,Short Rains,212.36,201.47,259.0,259.0,259.0,1.2704381948986263,Expensive
2024-03-15,North Eastern,Mandera,Ashabito,10400,3.55,40.87,pulses and nuts,Beans,50,KG,actual,Retail,KES,200.0,1.49,2024-03-01,10.613333333333332,200.0,3,2024,Long Rains,206.36,196.47,229.5,229.5,229.5,1.0973936899862826,Average
2023-12-15,Coast,Tana River,Bangale,10438,-0.72,39.02,pulses and nuts,Beans,50,KG,actual,Retail,KES,170.0,1.11,2023-12-01,82.7,170.0,12,2023,Short Rains,212.36,201.47,170.0,170.0,170.0,0.9047365620010644,Average
2024-03-15,Coast,Tana River,Bangale,10438,-0.72,39.02,pulses and nuts,Beans,50,KG,actual,Retail,KES,168.0,1.25,2024-03-01,56.07666666666666,168.0,3,2024,Long Rains,206.36,196.47,169.0,169.0,169.0,1.04297994269341,Average
2024-06-15,Coast,Tana River,Bangale,10438,-0.72,39.02,pulses and nuts,Beans,50,KG,actual,Retail,KES,170.0,1.32,2024-06-01,29.886666666666667,170.0,6,2024,Dry Season,189.84,179.3,169.33333333333334,169.33333333333334,169.33333333333334,1.0201854882705947,Average
2024-09-15,Coast,Tana River,Bangale,10438,-0.72,39.02,pulses and nuts,Beans,50,KG,actual,Retail,KES,156.0,1.21,2024-09-01,25.078333333333333,156.0,9,2024,Dry Season,188.84,171.6,164.66666666666666,166.0,166.0,1.024420274984609,Average
2025-03-15,Coast,Tana River,Bangale,10438,-0.72,39.02,pulses and nuts,Beans,50,KG,actual,Retail,KES,147.0,1.14,2025-03-01,66.12166666666667,147.0,3,2025,Long Rains,176.58,167.06,157.66666666666666,162.2,162.2,0.966816143497758,Average
2026-03-15,Coast,Tana River,Bangale,10438,-0.72,39.02,pulses and nuts,Beans,50,KG,actual,Retail,KES,130.0,1.01,2026-03-01,1.06,130.0,3,2026,Long Rains,178.28,166.54,144.33333333333334,156.83333333333334,156.83333333333334,0.9037433155080214,Average
2024-03-15,North Eastern,Mandera,Banissa,10398,3.94,40.34,pulses and nuts,Beans,50,KG,actual,Retail,KES,227.0,1.69,2024-03-01,10.613333333333332,227.0,3,2024,Long Rains,206.36,196.47,227.0,227.0,227.0,1.2455418381344308,Expensive
2025-03-15,North Eastern,Mandera,Banissa,10398,3.94,40.34,pulses and nuts,Beans,50,KG,actual,Retail,KES,187.0,1.45,2025-03-01,43.05,187.0,3,2025,Long Rains,176.58,167.06,207.0,207.0,207.0,1.2649379932356255,Expensive
2025-06-15,North Eastern,Mandera,Banissa,10398,3.94,40.34,pulses and nuts,Beans,50,KG,actual,Retail,KES,190.0,1.47,2025-06-01,10.056666666666668,190.0,6,2025,Dry Season,177.32,162.91,201.3333333333333,201.3333333333333,201.3333333333333,1.1143695014662756,Expensive
2025-12-15,North Eastern,Mandera,Banissa,10398,3.94,40.34,pulses and nuts,Beans,50,KG,actual,Retail,KES,200.0,1.55,2025-12-01,6.963333333333334,200.0,12,2025,Short Rains,184.52,171.47,192.3333333333333,201.0,201.0,1.346389228886169,Expensive
2023-12-15,Rift Valley,Samburu,Baragoi,10426,1.65,37.03,pulses and nuts,Beans,50,KG,actual,Retail,KES,140.0,0.91,2023-12-01,79.61142857142856,140.0,12,2023,Short Rains,212.36,201.47,140.0,140.0,140.0,0.8023922252678793,Cheap
2024-03-15,Rift Valley,Samburu,Baragoi,10426,1.65,37.03,pulses and nuts,Beans,50,KG,actual,Retail,KES,100.0,0.75,2024-03-01,58.457142857142856,100.0,3,2024,Long Rains,206.36,196.47,120.0,120.0,120.0,0.5953624399415083,Cheap
2024-06-15,Rift Valley,Samburu,Baragoi,10426,1.65,37.03,pulses and nuts,Beans,50,KG,actual,Retail,KES,112.0,0.87,2024-06-01,80.53142857142858,112.0,6,2024,Dry Season,189.84,179.3,117.33333333333331,117.33333333333331,117.33333333333331,0.7217746932705416,Cheap
2024-09-15,Rift Valley,Samburu,Baragoi,10426,1.65,37.03,pulses and nuts,Beans,50,KG,actual,Retail,KES,91.0,0.71,2024-09-01,140.00214285714284,91.0,9,2024,Dry Season,188.84,171.6,101.0,110.75,110.75,0.638970157987127,Cheap
2026-03-15,Rift Valley,Samburu,Baragoi,10426,1.65,37.03,pulses and nuts,Beans,50,KG,actual,Retail,KES,122.0,0.94,2026-03-01,0.85,122.0,3,2026,Long Rains,178.28,166.54,108.33333333333331,113.0,113.0,0.9104477611940298,Average
2024-03-15,North Eastern,Garissa,Baraki,10367,0.65,39.58,pulses and nuts,Beans,50,KG,actual,Retail,KES,180.0,1.34,2024-03-01,10.613333333333332,180.0,3,2024,Long Rains,206.36,196.47,180.0,180.0,180.0,0.9876543209876544,Average
2024-06-15,North Eastern,Garissa,Baraki,10367,0.65,39.58,pulses and nuts,Beans,50,KG,actual,Retail,KES,165.0,1.28,2024-06-01,4.093333333333334,165.0,6,2024,Dry Season,189.84,179.3,172.5,172.5,172.5,0.990990990990991,Average
2024-09-15,North Eastern,Garissa,Baraki,10367,0.65,39.58,pulses and nuts,Beans,50,KG,actual,Retail,KES,168.0,1.3,2024-09-01,3.866666666666666,168.0,9,2024,Dry Season,188.84,171.6,171.0,171.0,171.0,1.0109409190371992,Average
2026-03-15,North Eastern,Garissa,Baraki,10367,0.65,39.58,pulses and nuts,Beans,50,KG,actual,Retail,KES,200.0,1.55,2026-03-01,3.08,200.0,3,2026,Long Rains,178.28,166.54,177.66666666666666,178.25,178.25,1.3605442176870748,Expensive
2023-12-15,Eastern,Isiolo,Benane,10368,0.5,38.66,pulses and nuts,Beans,50,KG,actual,Retail,KES,200.0,1.3,2023-12-01,54.1325,200.0,12,2023,Short Rains,212.36,201.47,200.0,200.0,200.0,1.128217181807498,Expensive
2024-03-15,Eastern,Isiolo,Benane,10368,0.5,38.66,pulses and nuts,Beans,50,KG,actual,Retail,KES,160.0,1.19,2024-03-01,29.1875,160.0,3,2024,Long Rains,206.36,196.47,180.0,180.0,180.0,1.033797216699801,Average
2024-06-15,Eastern,Isiolo,Benane,10368,0.5,38.66,pulses and nuts,Beans,50,KG,actual,Retail,KES,127.0,0.99,2024-06-01,8.3925,127.0,6,2024,Dry Season,189.84,179.3,162.33333333333334,162.33333333333334,162.33333333333334,0.8909675533469746,Cheap
2024-09-15,Eastern,Isiolo,Benane,10368,0.5,38.66,pulses and nuts,Beans,50,KG,actual,Retail,KES,177.0,1.37,2024-09-01,30.2775,177.0,9,2024,Dry Season,188.84,171.6,154.66666666666666,166.0,166.0,1.302303262955854,Expensive
2026-03-15,Eastern,Isiolo,Benane,10368,0.5,38.66,pulses and nuts,Beans,50,KG,actual,Retail,KES,200.0,1.55,2026-03-01,2.23,200.0,3,2026,Long Rains,178.28,166.54,168.0,172.8,172.8,1.4614952220348512,Expensive
2024-03-15,Coast,Tana River,Bilbil,10439,-1.01,39.79,pulses and nuts,Beans,50,KG,actual,Retail,KES,169.0,1.26,2024-03-01,56.07666666666666,169.0,3,2024,Long Rains,206.36,196.47,169.0,169.0,169.0,1.0491881566380137,Average
2024-06-15,Coast,Tana River,Bilbil,10439,-1.01,39.79,pulses and nuts,Beans,50,KG,actual,Retail,KES,196.0,1.52,2024-06-01,29.886666666666667,196.0,6,2024,Dry Season,189.84,179.3,182.5,182.5,182.5,1.176213857064921,Expensive
2024-09-15,Coast,Tana River,Bilbil,10439,-1.01,39.79,pulses and nuts,Beans,50,KG,actual,Retail,KES,157.0,1.22,2024-09-01,25.078333333333333,157.0,9,2024,Dry Season,188.84,171.6,174.0,174.0,174.0,1.0309870716191258,Average
2023-12-15,Eastern,Isiolo,Biliqo,10374,0.9,38.48,pulses and nuts,Beans,50,KG,actual,Retail,KES,200.0,1.3,2023-12-01,54.1325,200.0,12,2023,Short Rains,212.36,201.47,200.0,200.0,200.0,1.128217181807498,Expensive
2024-03-15,Eastern,Isiolo,Biliqo,10374,0.9,38.48,pulses and nuts,Beans,50,KG,actual,Retail,KES,200.0,1.49,2024-03-01,29.1875,200.0,3,2024,Long Rains,206.36,196.47,200.0,200.0,200.0,1.2922465208747516,Expensive
2024-06-15,Eastern,Isiolo,Biliqo,10374,0.9,38.48,pulses and nuts,Beans,50,KG,actual,Retail,KES,120.0,0.93,2024-06-01,8.3925,120.0,6,2024,Dry Season,189.84,179.3,173.33333333333334,173.33333333333334,173.33333333333334,0.8418591055247004,Cheap
2024-09-15,Eastern,Isiolo,Biliqo,10374,0.9,38.48,pulses and nuts,Beans,50,KG,actual,Retail,KES,130.0,1.01,2024-09-01,30.2775,130.0,9,2024,Dry Season,188.84,171.6,150.0,162.5,162.5,0.9564939219449776,Average
2023-12-15,Eastern,Isiolo,Boji,10383,0.57,38.34,pulses and nuts,Beans,50,KG,actual,Retail,KES,187.0,1.22,2023-12-01,54.1325,187.0,12,2023,Short Rains,212.36,201.47,187.0,187.0,187.0,1.0548830649900105,Average
2024-03-15,Eastern,Isiolo,Boji,10383,0.57,38.34,pulses and nuts,Beans,50,KG,actual,Retail,KES,200.0,1.49,2024-03-01,29.1875,200.0,3,2024,Long Rains,206.36,196.47,193.5,193.5,193.5,1.2922465208747516,Expensive
2024-06-15,Eastern,Isiolo,Boji,10383,0.57,38.34,pulses and nuts,Beans,50,KG,actual,Retail,KES,170.0,1.32,2024-06-01,8.3925,170.0,6,2024,Dry Season,189.84,179.3,185.66666666666663,185.66666666666663,185.66666666666663,1.192633732826659,Expensive
2024-09-15,Eastern,Isiolo,Boji,10383,0.57,38.34,pulses and nuts,Beans,50,KG,actual,Retail,KES,170.0,1.32,2024-09-01,30.2775,170.0,9,2024,Dry Season,188.84,171.6,180.0,181.75,181.75,1.2507997440818936,Expensive
2023-12-15,Coast,Tana River,Boka,10440,-0.34,38.78,pulses and nuts,Beans,50,KG,actual,Retail,KES,207.0,1.35,2023-12-01,82.7,207.0,12,2023,Short Rains,212.36,201.47,207.0,207.0,207.0,1.1016498137307078,Expensive
2024-03-15,Coast,Tana River,Boka,10440,-0.34,38.78,pulses and nuts,Beans,50,KG,actual,Retail,KES,176.0,1.31,2024-03-01,56.07666666666666,176.0,3,2024,Long Rains,206.36,196.47,191.5,191.5,191.5,1.092645654250239,Average
2024-06-15,Coast,Tana River,Boka,10440,-0.34,38.78,pulses and nuts,Beans,50,KG,actual,Retail,KES,170.0,1.32,2024-06-01,29.886666666666667,170.0,6,2024,Dry Season,189.84,179.3,184.3333333333333,184.3333333333333,184.3333333333333,1.0201854882705947,Average
2024-09-15,Coast,Tana River,Boka,10440,-0.34,38.78,pulses and nuts,Beans,50,KG,actual,Retail,KES,164.0,1.27,2024-09-01,25.078333333333333,164.0,9,2024,Dry Season,188.84,171.6,170.0,179.25,179.25,1.0769546480607428,Average
2026-03-15,Coast,Tana River,Boka,10440,-0.34,38.78,pulses and nuts,Beans,50,KG,actual,Retail,KES,160.0,1.24,2026-03-01,1.06,160.0,3,2026,Long Rains,178.28,166.54,164.66666666666666,175.4,175.4,1.1122994652406415,Expensive
2023-12-15,Eastern,Isiolo,Bulesa Bulesa,10375,0.96,38.54,pulses and nuts,Beans,50,KG,actual,Retail,KES,183.0,1.19,2023-12-01,54.1325,183.0,12,2023,Short Rains,212.36,201.47,183.0,183.0,183.0,1.0323187213538605,Average
2024-03-15,Eastern,Isiolo,Bulesa Bulesa,10375,0.96,38.54,pulses and nuts,Beans,50,KG,actual,Retail,KES,147.0,1.1,2024-03-01,29.1875,147.0,3,2024,Long Rains,206.36,196.47,165.0,165.0,165.0,0.9498011928429424,Average
2024-06-15,Eastern,Isiolo,Bulesa Bulesa,10375,0.96,38.54,pulses and nuts,Beans,50,KG,actual,Retail,KES,144.0,1.12,2024-06-01,8.3925,144.0,6,2024,Dry Season,189.84,179.3,158.0,158.0,158.0,1.0102309266296403,Average
2024-09-15,Eastern,Isiolo,Bulesa Bulesa,10375,0.96,38.54,pulses and nuts,Beans,50,KG,actual,Retail,KES,140.0,1.09,2024-09-01,30.2775,140.0,9,2024,Dry Season,188.84,171.6,143.66666666666666,153.5,153.5,1.0300703774792066,Average
2023-12-15,Coast,Tana River,Bura,10442,-1.19,39.84,pulses and nuts,Beans,50,KG,actual,Retail,KES,179.0,1.16,2023-12-01,82.7,179.0,12,2023,Short Rains,212.36,201.47,179.0,179.0,179.0,0.952634379989356,Average
2024-03-15,Coast,Tana River,Bura,10442,-1.19,39.84,pulses and nuts,Beans,50,KG,actual,Retail,KES,166.0,1.24,2024-03-01,56.07666666666666,166.0,3,2024,Long Rains,206.36,196.47,172.5,172.5,172.5,1.0305635148042025,Average
2024-06-15,Coast,Tana River,Bura,10442,-1.19,39.84,pulses and nuts,Beans,50,KG,actual,Retail,KES,162.0,1.26,2024-06-01,29.886666666666667,162.0,6,2024,Dry Season,189.84,179.3,169.0,169.0,169.0,0.972176759410802,Average
2024-09-15,Coast,Tana River,Bura,10442,-1.19,39.84,pulses and nuts,Beans,50,KG,actual,Retail,KES,140.0,1.09,2024-09-01,25.078333333333333,140.0,9,2024,Dry Season,188.84,171.6,156.0,161.75,161.75,0.9193515288323416,Average
2025-03-15,Coast,Tana River,Bura,10442,-1.19,39.84,pulses and nuts,Beans,50,KG,actual,Retail,KES,161.0,1.25,2025-03-01,66.12166666666667,161.0,3,2025,Long Rains,176.58,167.06,154.33333333333334,161.6,161.6,1.0588938714499254,Average
2026-03-15,Coast,Tana River,Bura,10442,-1.19,39.84,pulses and nuts,Beans,50,KG,actual,Retail,KES,153.0,1.18,2026-03-01,1.06,153.0,3,2026,Long Rains,178.28,166.54,151.33333333333334,160.16666666666666,160.16666666666666,1.0636363636363635,Average
2023-12-15,North Eastern,Wajir,Bute,6650,3.36,39.42,pulses and nuts,Beans,50,KG,actual,Retail,KES,210.0,1.37,2023-12-01,12.123333333333331,210.0,12,2023,Short Rains,212.36,201.47,210.0,210.0,210.0,1.0300850228907783,Average
2024-03-15,North Eastern,Wajir,Bute,6650,3.36,39.42,pulses and nuts,Beans,50,KG,actual,Retail,KES,174.0,1.3,2024-03-01,10.613333333333332,174.0,3,2024,Long Rains,206.36,196.47,192.0,192.0,192.0,0.9547325102880658,Average
2024-06-15,North Eastern,Wajir,Bute,6650,3.36,39.42,pulses and nuts,Beans,50,KG,actual,Retail,KES,160.0,1.24,2024-06-01,4.093333333333334,160.0,6,2024,Dry Season,189.84,179.3,181.3333333333333,181.3333333333333,181.3333333333333,0.960960960960961,Average
2024-09-15,North Eastern,Wajir,Bute,6650,3.36,39.42,pulses and nuts,Beans,50,KG,actual,Retail,KES,175.0,1.36,2024-09-01,3.866666666666666,175.0,9,2024,Dry Season,188.84,171.6,169.66666666666666,179.75,179.75,1.0530634573304156,Average
2023-12-15,Coast,Tana River,Charidende,10443,-0.78,39.67,pulses and nuts,Beans,50,KG,actual,Retail,KES,161.0,1.05,2023-12-01,82.7,161.0,12,2023,Short Rains,212.36,201.47,161.0,161.0,161.0,0.8568387440127727,Cheap
2024-03-15,Coast,Tana River,Charidende,10443,-0.78,39.67,pulses and nuts,Beans,50,KG,actual,Retail,KES,164.0,1.22,2024-03-01,56.07666666666666,164.0,3,2024,Long Rains,206.36,196.47,162.5,162.5,162.5,1.0181470869149951,Average
2024-06-15,Coast,Tana River,Charidende,10443,-0.78,39.67,pulses and nuts,Beans,50,KG,actual,Retail,KES,183.0,1.42,2024-06-01,29.886666666666667,183.0,6,2024,Dry Season,189.84,179.3,169.33333333333334,169.33333333333334,169.33333333333334,1.098199672667758,Average
2024-09-15,Coast,Tana River,Charidende,10443,-0.78,39.67,pulses and nuts,Beans,50,KG,actual,Retail,KES,151.0,1.17,2024-09-01,25.078333333333333,151.0,9,2024,Dry Season,188.84,171.6,166.0,164.75,164.75,0.9915862918120254,Average
2025-03-15,Coast,Tana River,Charidende,10443,-0.78,39.67,pulses and nuts,Beans,50,KG,actual,Retail,KES,154.0,1.19,2025-03-01,66.12166666666667,154.0,3,2025,Long Rains,176.58,167.06,162.66666666666666,162.6,162.6,1.0128550074738416,Average
2026-03-15,Coast,Tana River,Charidende,10443,-0.78,39.67,pulses and nuts,Beans,50,KG,actual,Retail,KES,140.0,1.08,2026-03-01,1.06,140.0,3,2026,Long Rains,178.28,166.54,148.33333333333334,158.83333333333334,158.83333333333334,0.9732620320855616,Average
2023-12-15,Rift Valley,Baringo,Chemolingot,10505,0.99,35.97,pulses and nuts,Beans,50,KG,actual,Retail,KES,125.0,0.81,2023-12-01,79.61142857142856,125.0,12,2023,Short Rains,212.36,201.47,125.0,125.0,125.0,0.7164216297034638,Cheap
2024-03-15,Rift Valley,Baringo,Chemolingot,10505,0.99,35.97,pulses and nuts,Beans,50,KG,actual,Retail,KES,196.0,1.46,2024-03-01,58.457142857142856,196.0,3,2024,Long Rains,206.36,196.47,160.5,160.5,160.5,1.1669103822853562,Expensive
2024-03-15,North Eastern,Garissa,Dadaab town,3243,0.06,40.31,pulses and nuts,Beans,50,KG,actual,Retail,KES,156.0,1.16,2024-03-01,10.613333333333332,156.0,3,2024,Long Rains,206.36,196.47,156.0,156.0,156.0,0.8559670781893004,Cheap
2024-06-15,North Eastern,Garissa,Dadaab town,3243,0.06,40.31,pulses and nuts,Beans,50,KG,actual,Retail,KES,143.0,1.11,2024-06-01,4.093333333333334,143.0,6,2024,Dry Season,189.84,179.3,149.5,149.5,149.5,0.8588588588588588,Cheap
2024-09-15,North Eastern,Garissa,Dadaab town,3243,0.06,40.31,pulses and nuts,Beans,50,KG,actual,Retail,KES,174.0,1.35,2024-09-01,3.866666666666666,174.0,9,2024,Dry Season,188.84,171.6,157.66666666666666,157.66666666666666,157.66666666666666,1.0470459518599562,Average
2025-03-15,North Eastern,Garissa,Dadaab town,3243,0.06,40.31,pulses and nuts,Beans,50,KG,actual,Retail,KES,110.0,0.85,2025-03-01,43.05,110.0,3,2025,Long Rains,176.58,167.06,142.33333333333334,145.75,145.75,0.7440811724915445,Cheap
2026-03-15,North Eastern,Garissa,Dadaab town,3243,0.06,40.31,pulses and nuts,Beans,50,KG,actual,Retail,KES,135.0,1.04,2026-03-01,3.08,135.0,3,2026,Long Rains,178.28,166.54,139.66666666666666,143.6,143.6,0.9183673469387756,Average
2023-12-15,North Eastern,Garissa,Dagahaley (Daadab),3252,0.19,40.29,pulses and nuts,Beans,50,KG,actual,Retail,KES,168.0,1.09,2023-12-01,12.123333333333331,168.0,12,2023,Short Rains,212.36,201.47,168.0,168.0,168.0,0.8240680183126226,Cheap
2024-03-15,North Eastern,Garissa,Dagahaley (Daadab),3252,0.19,40.29,pulses and nuts,Beans,50,KG,actual,Retail,KES,160.0,1.19,2024-03-01,10.613333333333332,160.0,3,2024,Long Rains,206.36,196.47,164.0,164.0,164.0,0.877914951989026,Cheap
2024-06-15,North Eastern,Garissa,Dagahaley (Daadab),3252,0.19,40.29,pulses and nuts,Beans,50,KG,actual,Retail,KES,141.0,1.09,2024-06-01,4.093333333333334,141.0,6,2024,Dry Season,189.84,179.3,156.33333333333334,156.33333333333334,156.33333333333334,0.8468468468468469,Cheap
2024-09-15,North Eastern,Garissa,Dagahaley (Daadab),3252,0.19,40.29,pulses and nuts,Beans,50,KG,actual,Retail,KES,128.0,0.99,2024-09-01,3.866666666666666,128.0,9,2024,Dry Season,188.84,171.6,143.0,149.25,149.25,0.7702407002188184,Cheap
2025-03-15,North Eastern,Garissa,Dagahaley (Daadab),3252,0.19,40.29,pulses and nuts,Beans,50,KG,actual,Retail,KES,138.0,1.07,2025-03-01,43.05,138.0,3,2025,Long Rains,176.58,167.06,135.66666666666666,147.0,147.0,0.9334836527621194,Average
2025-06-15,North Eastern,Garissa,Dagahaley (Daadab),3252,0.19,40.29,pulses and nuts,Beans,50,KG,actual,Retail,KES,138.0,1.07,2025-06-01,10.056666666666668,138.0,6,2025,Dry Season,177.32,162.91,134.66666666666666,145.5,145.5,0.8093841642228738,Cheap
2025-09-15,North Eastern,Garissa,Dagahaley (Daadab),3252,0.19,40.29,pulses and nuts,Beans,50,KG,actual,Retail,KES,121.0,0.94,2025-09-01,3.87,121.0,9,2025,Dry Season,184.52,171.47,132.33333333333334,137.66666666666666,142.0,0.8687179487179487,Cheap
2025-12-15,North Eastern,Garissa,Dagahaley (Daadab),3252,0.19,40.29,pulses and nuts,Beans,50,KG,actual,Retail,KES,110.0,0.85,2025-12-01,6.963333333333334,110.0,12,2025,Short Rains,184.52,171.47,123.0,129.33333333333334,138.0,0.7405140758873929,Cheap
2026-03-15,North Eastern,Garissa,Dagahaley (Daadab),3252,0.19,40.29,pulses and nuts,Beans,50,KG,actual,Retail,KES,125.0,0.97,2026-03-01,3.08,125.0,3,2026,Long Rains,178.28,166.54,118.66666666666669,126.66666666666669,136.55555555555554,0.8503401360544217,Cheap
2024-03-15,North Eastern,Garissa,Damajale,10355,0.1,40.78,pulses and nuts,Beans,50,KG,actual,Retail,KES,167.0,1.25,2024-03-01,10.613333333333332,167.0,3,2024,Long Rains,206.36,196.47,167.0,167.0,167.0,0.916323731138546,Average
2024-06-15,North Eastern,Garissa,Damajale,10355,0.1,40.78,pulses and nuts,Beans,50,KG,actual,Retail,KES,150.0,1.16,2024-06-01,4.093333333333334,150.0,6,2024,Dry Season,189.84,179.3,158.5,158.5,158.5,0.9009009009009008,Average
2024-09-15,Eastern,Moyale,Dambala Fachana,10407,3.51,38.75,pulses and nuts,Beans,50,KG,actual,Retail,KES,120.0,0.93,2024-09-01,30.2775,120.0,9,2024,Dry Season,188.84,171.6,120.0,120.0,120.0,0.8829174664107485,Cheap
2026-03-15,Eastern,Moyale,Dambala Fachana,10407,3.51,38.75,pulses and nuts,Beans,50,KG,actual,Retail,KES,120.0,0.93,2026-03-01,2.23,120.0,3,2026,Long Rains,178.28,166.54,120.0,120.0,120.0,0.8768971332209107,Cheap
2023-12-15,North Eastern,Garissa,Dertu,10358,0.28,39.8,pulses and nuts,Beans,50,KG,actual,Retail,KES,200.0,1.3,2023-12-01,12.123333333333331,200.0,12,2023,Short Rains,212.36,201.47,200.0,200.0,200.0,0.9810333551340744,Average
