date,market,commodity,price,unit,pricetype,source
2019-12-31,Eldoret,Potato (White),1916.25,110_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2019-12-31,Eldoret,Sorghum (Red),5400.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2019-12-31,Kisumu,Beans (Rosecoco),9900.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2019-12-31,Mombasa,Beans (Rosecoco),8100.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2019-12-31,Mombasa,Maize Grain (White),3800.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2019-12-31,Nairobi,Beans (Rosecoco),9660.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2019-12-31,Nairobi,Potato (White),2080.0,110_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2019-12-31,Nairobi,Sorghum (Red),5860.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-01-31,Eldoret,Beans (Rosecoco),8100.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-01-31,Eldoret,Potato (White),1800.0,110_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-01-31,Eldoret,Sorghum (Red),5400.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-01-31,Kisumu,Beans (Rosecoco),11700.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-01-31,Mombasa,Beans (Rosecoco),8250.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-01-31,Mombasa,Maize Grain (White),3400.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-01-31,Mombasa,Sorghum (Red),4000.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-01-31,Nairobi,Beans (Rosecoco),8488.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-01-31,Nairobi,Potato (White),2240.0,110_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-01-31,Nairobi,Sorghum (Red),5300.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-02-29,Eldoret,Beans (Rosecoco),9450.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-02-29,Eldoret,Potato (White),1852.5,110_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-02-29,Eldoret,Sorghum (Red),5400.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-02-29,Kisumu,Beans (Rosecoco),9200.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-02-29,Kisumu,Potato (White),2500.0,110_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-02-29,Kisumu,Sorghum (Red),4000.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-02-29,Mombasa,Beans (Rosecoco),8750.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-02-29,Mombasa,Maize Grain (White),3191.25,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-02-29,Mombasa,Sorghum (Red),3493.75,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-02-29,Nairobi,Beans (Rosecoco),8770.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-02-29,Nairobi,Potato (White),2300.0,110_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-02-29,Nairobi,Sorghum (Red),5300.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-03-31,Eldoret,Beans (Rosecoco),9900.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-03-31,Eldoret,Potato (White),1813.33333333,110_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-03-31,Eldoret,Sorghum (Red),5400.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-03-31,Mombasa,Beans (Rosecoco),9000.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-03-31,Mombasa,Maize Grain (White),2716.66666667,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-03-31,Mombasa,Sorghum (Red),3493.33333333,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-03-31,Nairobi,Beans (Rosecoco),8350.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-03-31,Nairobi,Potato (White),2733.33333333,110_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-03-31,Nairobi,Sorghum (Red),5300.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-04-30,Eldoret,Beans (Rosecoco),9900.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-04-30,Eldoret,Potato (White),1813.33333333,110_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-04-30,Eldoret,Sorghum (Red),5400.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-04-30,Mombasa,Beans (Rosecoco),9000.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-04-30,Mombasa,Maize Grain (White),2716.66666667,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-04-30,Mombasa,Sorghum (Red),3493.33333333,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-04-30,Nairobi,Beans (Rosecoco),8350.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-04-30,Nairobi,Potato (White),2733.33333333,110_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-04-30,Nairobi,Sorghum (Red),5300.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-05-31,Eldoret,Beans (Rosecoco),10500.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-05-31,Eldoret,Potato (White),1866.66666667,110_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-05-31,Eldoret,Sorghum (Red),5400.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-05-31,Mombasa,Beans (Rosecoco),10000.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-05-31,Mombasa,Maize Grain (White),3200.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-05-31,Nairobi,Beans (Rosecoco),8550.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-06-30,Eldoret,Beans (Rosecoco),12011.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-06-30,Eldoret,Potato (White),1907.0,110_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-06-30,Kisumu,Beans (Rosecoco),13500.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-06-30,Kisumu,Potato (White),3700.0,110_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-06-30,Mombasa,Beans (Rosecoco),10350.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-06-30,Mombasa,Maize Grain (White),4466.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-06-30,Nairobi,Beans (Rosecoco),10594.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-06-30,Nairobi,Potato (White),2952.0,110_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-07-31,Eldoret,Beans (Rosecoco),15300.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-07-31,Kisumu,Beans (Rosecoco),13950.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-07-31,Mombasa,Beans (Rosecoco),6250.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-07-31,Mombasa,Maize Grain (White),2800.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-07-31,Nairobi,Beans (Rosecoco),8325.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-08-31,Eldoret,Beans (Rosecoco),14085.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-08-31,Kisumu,Beans (Rosecoco),14400.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-08-31,Mombasa,Beans (Rosecoco),6700.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
2020-08-31,Mombasa,Maize Grain (White),2750.0,90_kg,Wholesale,"FEWS NET Kenya wholesale API; source_document=Ministry of Agriculture, Livestock and Fisheries, Kenya, Price; https://fdw.fews.net/api/marketpricefacts.csv?country_code=KE&start_date=2019-10-01&end_date=2021-12-31&price_type=Wholesale"
