commodity,market,pricetype,date,price_per_kg,rainfall_mm,GPR,diesel_price_kes,source,admin1,latitude,longitude,category
Beans (dry),Eldoret,Wholesale,2012-08-01,81.33333333333333,,,,WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2012-10-01,76.8,,,,WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2012-11-01,71.5,,,,WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2012-12-01,65.0,,,,WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2013-01-01,66.6,,,,WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2013-02-01,75.0,,,,WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2013-03-01,83.2,,,,WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2013-04-01,97.5,,,,WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2013-05-01,95.08888888888887,,,,WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2013-06-01,77.25555555555556,,,,WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2013-07-01,70.6,,,,WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2013-08-01,75.0,,,,WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2013-09-01,79.25555555555556,,,,WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2013-10-01,87.56666666666666,,,,WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2013-11-01,94.94444444444444,,,,WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2013-12-01,95.0,,,,WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2014-01-01,92.81111111111112,,,,WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2014-02-01,89.93333333333334,,,,WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2014-03-01,94.23611111111111,,,,WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2014-04-01,100.0,,,,WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2014-05-01,94.76666666666668,,,,WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2014-06-01,90.0,,,,WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2014-07-01,80.0,,,,WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2014-08-01,77.0,,,,WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2014-09-01,75.0,,,,WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2014-10-01,81.11111111111111,,,,WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2014-11-01,83.0,,,,WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2014-12-01,90.0,,,,WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2015-01-01,90.0,,,,WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2015-02-01,95.5,,,,WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2015-03-01,90.83333333333331,,,,WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2015-04-01,76.66666666666667,,,,WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2015-05-01,75.0,,,,WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2015-06-01,71.43333333333334,,,,WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2015-07-01,69.18522222222222,,,,WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2015-08-01,62.5,,,,WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2015-09-01,60.0,,,,WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2015-10-01,70.42222222222222,,,,WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2015-11-01,77.5,,,,WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2015-12-01,79.33333333333333,,,,WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2016-01-01,77.77777777777777,,,,WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2016-02-01,75.22222222222223,,,,WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2016-03-01,85.2,,,,WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2016-04-01,92.5,,,,WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2016-05-01,90.0,,,,WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2016-06-01,90.0,,,,WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2016-07-01,88.75,,,,WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2016-08-01,85.0,,,,WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2016-09-01,84.0,,,,WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2016-10-01,76.25,,,,WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2016-11-01,75.0,,,,WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2016-12-01,77.5,,,,WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2017-01-01,82.0,,,,WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2017-02-01,90.0,,,,WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2017-03-01,96.0,,,,WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2017-04-01,110.0,,,,WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2017-05-01,110.0,,,,WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2017-06-01,102.0,,,,WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2017-07-01,115.0,,,,WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2017-08-01,109.6,,,,WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2017-09-01,98.0,,,,WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2017-10-01,95.77777777777776,,,,WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2017-11-01,100.0,,,,WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2017-12-01,93.125,,,,WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2018-01-01,98.8,,,,WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2018-02-01,85.33333333333333,,,,WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2018-03-01,90.0,,,,WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2018-04-01,90.0,,,,WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2018-05-01,84.2,,,,WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2018-06-01,80.0,,,,WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2018-07-01,81.25,,,,WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2018-08-01,85.0,,,,WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2018-09-01,82.75,,,,WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2018-10-01,78.75,,,,WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2018-11-01,80.0,,,,WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2018-12-01,84.56244444444444,,,,WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2019-01-01,97.83333333333331,,,,WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2019-02-01,91.75,,,,WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2019-03-01,96.6,,,,WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2019-04-01,108.0,,,,WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2019-05-01,110.0,,,,WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2019-06-01,108.0,,,,WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2019-07-01,100.0,,,,WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2019-08-01,95.0,,,,WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2019-09-01,90.0,,,,WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2019-10-01,86.5,,,,FEWS+WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2019-11-01,88.5,,,,FEWS+WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2019-12-01,90.0,,,,FEWS+WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2020-01-01,90.0,,,,FEWS+WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2020-02-01,105.0,,,,FEWS+WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2020-03-01,110.0,,,,FEWS+WFP,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2020-04-01,110.0,,,,FEWS,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2020-05-01,116.66666666666667,,,,FEWS,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2020-06-01,133.45555555555555,,,,FEWS,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2020-07-01,170.0,,,,FEWS,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2020-08-01,156.5,,,,FEWS,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2020-09-01,88.88888888888889,,,,FEWS,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2020-10-01,88.88888888888889,,,,FEWS,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2020-11-01,88.88888888888889,,,,FEWS,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2021-02-01,117.5,,,,FEWS,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2021-03-01,110.0,,,,FEWS,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2021-04-01,110.0,,,,FEWS,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2021-05-01,94.92222222222222,,,,FEWS,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2021-06-01,101.15555555555555,,,,FEWS,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2021-07-01,115.0,,,,FEWS,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2021-08-01,111.66666666666667,,,,FEWS,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2021-09-01,115.0,,,,FEWS,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2021-10-01,115.0,,,,FEWS,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2021-11-01,85.0,,,,FEWS,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2021-12-01,72.8,,,,FEWS,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2022-01-01,68.9732145,,,,KAMIS,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2022-02-01,80.1,,,,KAMIS,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2022-03-01,79.0381945,,,,KAMIS,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2022-04-01,95.33333350000001,,,,KAMIS,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2022-05-01,101.7142855,,,,KAMIS,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2022-06-01,93.875,,,,KAMIS,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2022-07-01,108.7142855,,,,KAMIS,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2022-08-01,112.6511905,,,,KAMIS,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2022-09-01,116.0285715,,,,KAMIS,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2022-10-01,124.08333350000001,,,,KAMIS,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2022-11-01,122.8125,,,,KAMIS,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2022-12-01,135.65,,,,KAMIS,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2023-01-01,135.57272749999998,,,,KAMIS,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2023-02-01,150.7155795,,,,KAMIS,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2023-03-01,166.10197349999999,,,,KAMIS,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2023-04-01,173.71428550000002,,,,KAMIS,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2023-05-01,196.46153850000002,,,,KAMIS,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2023-06-01,199.08333349999998,,,,KAMIS,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2023-07-01,173.9375,,,,KAMIS,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2023-08-01,149.1355555,,,,KAMIS,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2023-09-01,176.388889,,,,KAMIS,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2023-10-01,176.78571449999998,,,,KAMIS,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2023-11-01,189.375,,,,KAMIS,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2024-02-01,175.0,,,,KAMIS,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2024-03-01,190.0,,,,KAMIS,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2024-08-01,150.0,,,,KAMIS,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2024-09-01,150.0,,,,KAMIS,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2025-05-01,175.0,,,,KAMIS,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2025-06-01,175.0,,,,KAMIS,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2026-08-01,103.760357,,,,KAMIS,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Eldoret,Wholesale,2026-09-01,153.125,,,,KAMIS,Rift Valley,0.52,35.28,pulses and nuts
Beans (dry),Kisumu,Wholesale,2006-01-01,44.44444444444444,,,,WFP,Nyanza,-0.1,34.75,pulses and nuts
Beans (dry),Kisumu,Wholesale,2006-02-01,44.44444444444444,,,,WFP,Nyanza,-0.1,34.75,pulses and nuts
