commodity,market,pricetype,date,price_per_kg,rainfall_mm,GPR,diesel_price_kes,source,admin1,latitude,longitude,category
Beans (dry),Busia,Wholesale,2019-10-01,134.58333333333334,,,,FEWS,Western,0.462451,34.1065,pulses and nuts
Beans (dry),Busia,Wholesale,2019-11-01,118.66666666666669,,,,FEWS,Western,0.462451,34.1065,pulses and nuts
Beans (dry),Busia,Wholesale,2019-12-01,125.0,,,,FEWS,Western,0.462451,34.1065,pulses and nuts
Beans (dry),Busia,Wholesale,2020-01-01,98.22222222222224,,,,FEWS,Western,0.462451,34.1065,pulses and nuts
Beans (dry),Busia,Wholesale,2020-02-01,118.75,,,,FEWS,Western,0.462451,34.1065,pulses and nuts
Beans (dry),Busia,Wholesale,2020-03-01,125.0,,,,FEWS,Western,0.462451,34.1065,pulses and nuts
Beans (dry),Busia,Wholesale,2020-04-01,125.0,,,,FEWS,Western,0.462451,34.1065,pulses and nuts
Beans (dry),Busia,Wholesale,2020-08-01,126.66666666666669,,,,FEWS,Western,0.462451,34.1065,pulses and nuts
Beans (dry),Busia,Wholesale,2020-09-01,120.0,,,,FEWS,Western,0.462451,34.1065,pulses and nuts
Beans (dry),Busia,Wholesale,2020-10-01,120.0,,,,FEWS,Western,0.462451,34.1065,pulses and nuts
Beans (dry),Busia,Wholesale,2020-11-01,96.66666666666669,,,,FEWS,Western,0.462451,34.1065,pulses and nuts
Beans (dry),Busia,Wholesale,2020-12-01,89.16666666666667,,,,FEWS,Western,0.462451,34.1065,pulses and nuts
Beans (dry),Busia,Wholesale,2021-01-01,51.77777777777778,,,,FEWS,Western,0.462451,34.1065,pulses and nuts
Beans (dry),Busia,Wholesale,2021-02-01,100.0,,,,FEWS,Western,0.462451,34.1065,pulses and nuts
Beans (dry),Busia,Wholesale,2021-04-01,100.0,,,,FEWS,Western,0.462451,34.1065,pulses and nuts
Beans (dry),Busia,Wholesale,2021-05-01,100.0,,,,FEWS,Western,0.462451,34.1065,pulses and nuts
Beans (dry),Busia,Wholesale,2021-06-01,75.0,,,,FEWS,Western,0.462451,34.1065,pulses and nuts
Beans (dry),Busia,Wholesale,2021-10-01,65.0,,,,FEWS,Western,0.462451,34.1065,pulses and nuts
Beans (dry),Busia,Wholesale,2021-11-01,60.0,,,,FEWS,Western,0.462451,34.1065,pulses and nuts
Beans (dry),Busia,Wholesale,2021-12-01,69.125,,,,FEWS,Western,0.462451,34.1065,pulses and nuts
Beans (dry),Busia,Wholesale,2022-01-01,71.66666666666667,,,,FEWS,Western,0.462451,34.1065,pulses and nuts
Beans (dry),Busia,Wholesale,2022-02-01,70.0,,,,FEWS,Western,0.462451,34.1065,pulses and nuts
Beans (dry),Busia,Wholesale,2022-03-01,76.25555555555556,,,,FEWS,Western,0.462451,34.1065,pulses and nuts
Beans (dry),Busia,Wholesale,2022-04-01,86.66666666666667,,,,FEWS,Western,0.462451,34.1065,pulses and nuts
Beans (dry),Busia,Wholesale,2022-05-01,100.0,,,,FEWS,Western,0.462451,34.1065,pulses and nuts
Beans (dry),Busia,Wholesale,2022-06-01,95.0,,,,FEWS,Western,0.462451,34.1065,pulses and nuts
Beans (dry),Busia,Wholesale,2022-07-01,96.66666666666669,,,,FEWS,Western,0.462451,34.1065,pulses and nuts
Beans (dry),Busia,Wholesale,2022-08-01,115.0,,,,FEWS,Western,0.462451,34.1065,pulses and nuts
Beans (dry),Busia,Wholesale,2022-10-01,180.0,,,,FEWS,Western,0.462451,34.1065,pulses and nuts
Beans (dry),Busia,Wholesale,2022-11-01,123.66,,,,FEWS,Western,0.462451,34.1065,pulses and nuts
Beans (dry),Busia,Wholesale,2022-12-01,125.0,,,,FEWS,Western,0.462451,34.1065,pulses and nuts
Beans (dry),Busia,Wholesale,2023-02-01,116.66666666666669,,,,FEWS,Western,0.462451,34.1065,pulses and nuts
Beans (dry),Busia,Wholesale,2023-03-01,167.96666666666667,,,,FEWS,Western,0.462451,34.1065,pulses and nuts
Beans (dry),Busia,Wholesale,2023-04-01,177.4,,,,FEWS,Western,0.462451,34.1065,pulses and nuts
Beans (dry),Busia,Wholesale,2023-05-01,180.0,,,,FEWS,Western,0.462451,34.1065,pulses and nuts
Beans (dry),Busia,Wholesale,2023-06-01,115.33333333333331,,,,FEWS,Western,0.462451,34.1065,pulses and nuts
Beans (dry),Busia,Wholesale,2023-07-01,177.8,,,,FEWS,Western,0.462451,34.1065,pulses and nuts
Beans (dry),Busia,Wholesale,2023-08-01,177.8,,,,FEWS,Western,0.462451,34.1065,pulses and nuts
Beans (dry),Busia,Wholesale,2023-10-01,180.5555555555556,,,,FEWS,Western,0.462451,34.1065,pulses and nuts
Beans (dry),Busia,Wholesale,2023-12-01,120.0,,,,FEWS,Western,0.462451,34.1065,pulses and nuts
Beans (dry),Busia,Wholesale,2024-01-01,120.0,,,,FEWS,Western,0.462451,34.1065,pulses and nuts
Beans (dry),Busia,Wholesale,2024-02-01,120.0,,,,FEWS,Western,0.462451,34.1065,pulses and nuts
Beans (dry),Busia,Wholesale,2024-03-01,120.0,,,,FEWS,Western,0.462451,34.1065,pulses and nuts
Beans (dry),Eldoret,Wholesale,2006-01-01,31.1,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2006-02-01,35.0,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2006-03-01,36.72222222222222,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2006-04-01,34.0,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2006-05-01,36.78888888888889,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2006-06-01,33.08888888888889,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2006-07-01,25.11111111111111,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2006-08-01,21.944444444444443,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2006-09-01,30.0,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2006-10-01,26.666666666666668,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2006-11-01,29.72222222222222,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2006-12-01,28.88888888888889,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2007-01-01,30.33333333333333,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2007-02-01,30.933333333333334,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2007-03-01,30.322222222222223,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2007-04-01,31.55555555555556,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2007-05-01,30.8,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2007-06-01,31.11111111111111,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2007-07-01,30.25555555555556,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2007-08-01,26.8,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2007-09-01,26.92222222222222,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2007-10-01,29.05555555555556,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2007-11-01,31.11111111111111,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2007-12-01,32.36666666666667,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2008-01-01,35.55555555555556,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2008-02-01,43.11111111111112,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2008-03-01,44.44444444444444,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2008-04-01,52.0,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2008-05-01,53.333333333333336,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2008-06-01,53.15555555555556,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2008-07-01,43.477777777777774,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2008-08-01,38.4,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2008-09-01,41.94444444444444,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2008-10-01,47.03333333333333,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2008-11-01,45.74444444444445,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2008-12-01,47.41111111111111,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2009-01-01,52.96666666666667,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2009-02-01,51.3,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2009-03-01,52.16666666666666,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2009-04-01,54.422222222222224,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2009-05-01,55.0,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2009-06-01,49.3,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2009-07-01,50.22222222222222,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2009-08-01,51.77777777777778,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2009-09-01,54.72222222222222,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2009-10-01,53.888888888888886,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2009-11-01,53.888888888888886,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2009-12-01,55.31111111111111,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2010-01-01,55.55555555555556,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2010-02-01,55.66666666666666,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2010-03-01,56.3,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2010-04-01,55.922222222222224,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2010-05-01,46.422222222222224,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2010-06-01,40.3,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2010-07-01,31.57777777777778,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2010-08-01,30.92222222222222,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2010-09-01,33.333333333333336,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2010-10-01,48.888888888888886,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2010-11-01,44.333333333333336,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2010-12-01,44.72222222222222,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2011-01-01,53.11111111111112,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2011-02-01,63.0,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2011-03-01,67.87777777777778,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2011-04-01,85.0,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2011-05-01,96.66666666666669,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2011-06-01,100.0,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2011-07-01,74.0,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2011-08-01,66.66666666666667,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2011-09-01,63.4,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2011-10-01,70.33333333333333,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2011-11-01,70.78888888888889,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2011-12-01,59.12222222222222,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2012-01-01,60.0,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2012-02-01,60.0,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2012-03-01,63.0,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2012-04-01,81.4888888888889,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2012-05-01,97.6,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2012-06-01,97.77777777777776,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2012-07-01,85.75555555555556,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2012-08-01,80.8,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2012-09-01,76.75555555555556,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2012-10-01,76.16666666666667,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2012-11-01,72.2,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2012-12-01,65.0,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2013-01-01,66.66666666666667,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2013-02-01,75.0,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2013-03-01,83.2,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2013-04-01,100.0,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2013-05-01,94.41111111111113,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2013-06-01,77.24444444444444,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2013-07-01,70.6,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2013-08-01,75.0,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2013-09-01,79.25555555555556,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2013-10-01,87.4,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2013-11-01,95.0,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2013-12-01,95.0,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2014-01-01,93.0,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2014-02-01,79.57777777777778,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2014-03-01,93.44444444444444,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2014-04-01,100.0,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2014-05-01,95.0,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2014-06-01,90.0,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2014-07-01,77.83333333333333,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2014-08-01,79.0,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2014-09-01,75.0,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2014-10-01,81.11111111111111,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2014-11-01,75.0,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2014-12-01,87.75,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2015-01-01,90.0,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2015-02-01,95.5,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2015-03-01,96.25,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2015-04-01,77.47222222222223,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2015-05-01,75.0,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2015-06-01,71.5,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2015-07-01,67.39555555555556,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2015-08-01,61.22222222222222,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2015-09-01,60.0,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2015-10-01,73.025,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2015-11-01,77.5,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2015-12-01,78.88888888888889,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2016-01-01,77.77777777777777,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2016-02-01,80.0,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2016-03-01,85.2,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2016-04-01,92.5,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2016-05-01,90.0,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2016-06-01,90.0,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2016-07-01,88.5,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2016-08-01,85.0,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2016-09-01,83.75,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2016-10-01,75.0,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2016-11-01,75.0,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2016-12-01,77.5,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2017-01-01,80.0,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2017-02-01,90.0,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2017-03-01,100.0,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
Beans (dry),Eldoret,Wholesale,2017-04-01,110.0,,,,FEWS,Rift Valley,0.506738,35.2713,pulses and nuts
