date,market,commodity,price_per_kg,pricetype,unit,source,admin1,latitude,longitude,category,rainfall_mm,rainfall_lag3,rainfall_lag6,date_month,GPR,diesel_price_kes,rainfall_mm_market,rainfall_lag3_market,rainfall_lag6_market
2026-03-15,Baragoi,Beans,122.0,Retail,KG,WFP,Rift Valley,1.65,37.03,pulses and nuts,0.85,58.457142857142856,,2026-03-01,330.17681884765625,166.54,,,
2024-03-15,Baraki,Beans,180.0,Retail,KG,WFP,North Eastern,0.65,39.58,pulses and nuts,10.613333333333332,,,2024-03-01,133.21316528320312,190.38,10.23,32.24,3.6
2024-06-15,Baraki,Beans,165.0,Retail,KG,WFP,North Eastern,0.65,39.58,pulses and nuts,4.093333333333334,,,2024-06-01,113.0927963256836,173.1,2.1,10.23,32.24
2024-09-15,Baraki,Beans,168.0,Retail,KG,WFP,North Eastern,0.65,39.58,pulses and nuts,3.866666666666666,,,2024-09-01,130.35877990722656,171.6,3.9,2.1,10.23
2026-03-15,Baraki,Beans,200.0,Retail,KG,WFP,North Eastern,0.65,39.58,pulses and nuts,3.08,10.613333333333332,,2026-03-01,330.17681884765625,166.54,,,
2023-12-15,Benane,Beans,200.0,Retail,KG,WFP,Eastern,0.5,38.66,pulses and nuts,54.1325,,,2023-12-01,142.2794647216797,201.47,38.44,2.1,83.4
2024-03-15,Benane,Beans,160.0,Retail,KG,WFP,Eastern,0.5,38.66,pulses and nuts,29.1875,,,2024-03-01,133.21316528320312,190.38,14.26,38.44,2.1
2024-06-15,Benane,Beans,127.0,Retail,KG,WFP,Eastern,0.5,38.66,pulses and nuts,8.3925,,,2024-06-01,113.0927963256836,173.1,0.9,14.26,38.44
2024-09-15,Benane,Beans,177.0,Retail,KG,WFP,Eastern,0.5,38.66,pulses and nuts,30.2775,54.1325,,2024-09-01,130.35877990722656,171.6,2.7,0.9,14.26
2026-03-15,Benane,Beans,200.0,Retail,KG,WFP,Eastern,0.5,38.66,pulses and nuts,2.23,29.1875,,2026-03-01,330.17681884765625,166.54,,,
2024-03-15,Bilbil,Beans,169.0,Retail,KG,WFP,Coast,-1.01,39.79,pulses and nuts,56.07666666666666,,,2024-03-01,133.21316528320312,190.38,31.93,49.6,11.4
2024-06-15,Bilbil,Beans,196.0,Retail,KG,WFP,Coast,-1.01,39.79,pulses and nuts,29.886666666666667,,,2024-06-01,113.0927963256836,173.1,15.9,31.93,49.6
2024-09-15,Bilbil,Beans,157.0,Retail,KG,WFP,Coast,-1.01,39.79,pulses and nuts,25.078333333333333,,,2024-09-01,130.35877990722656,171.6,3.3,15.9,31.93
2023-12-15,Biliqo,Beans,200.0,Retail,KG,WFP,Eastern,0.9,38.48,pulses and nuts,54.1325,,,2023-12-01,142.2794647216797,201.47,30.07,1.2,78.0
2024-03-15,Biliqo,Beans,200.0,Retail,KG,WFP,Eastern,0.9,38.48,pulses and nuts,29.1875,,,2024-03-01,133.21316528320312,190.38,7.44,30.07,1.2
2024-06-15,Biliqo,Beans,120.0,Retail,KG,WFP,Eastern,0.9,38.48,pulses and nuts,8.3925,,,2024-06-01,113.0927963256836,173.1,0.3,7.44,30.07
2024-09-15,Biliqo,Beans,130.0,Retail,KG,WFP,Eastern,0.9,38.48,pulses and nuts,30.2775,54.1325,,2024-09-01,130.35877990722656,171.6,1.8,0.3,7.44
2023-12-15,Boji,Beans,187.0,Retail,KG,WFP,Eastern,0.57,38.34,pulses and nuts,54.1325,,,2023-12-01,142.2794647216797,201.47,45.88,4.2,76.8
2024-03-15,Boji,Beans,200.0,Retail,KG,WFP,Eastern,0.57,38.34,pulses and nuts,29.1875,,,2024-03-01,133.21316528320312,190.38,21.39,45.88,4.2
2024-06-15,Boji,Beans,170.0,Retail,KG,WFP,Eastern,0.57,38.34,pulses and nuts,8.3925,,,2024-06-01,113.0927963256836,173.1,1.5,21.39,45.88
2024-09-15,Boji,Beans,170.0,Retail,KG,WFP,Eastern,0.57,38.34,pulses and nuts,30.2775,54.1325,,2024-09-01,130.35877990722656,171.6,6.0,1.5,21.39
2023-12-15,Boka,Beans,207.0,Retail,KG,WFP,Coast,-0.34,38.78,pulses and nuts,82.7,,,2023-12-01,142.2794647216797,201.47,44.33,3.9,23.1
2024-03-15,Boka,Beans,176.0,Retail,KG,WFP,Coast,-0.34,38.78,pulses and nuts,56.07666666666666,,,2024-03-01,133.21316528320312,190.38,31.62,44.33,3.9
2024-06-15,Boka,Beans,170.0,Retail,KG,WFP,Coast,-0.34,38.78,pulses and nuts,29.886666666666667,,,2024-06-01,113.0927963256836,173.1,3.9,31.62,44.33
2024-09-15,Boka,Beans,164.0,Retail,KG,WFP,Coast,-0.34,38.78,pulses and nuts,25.078333333333333,82.7,,2024-09-01,130.35877990722656,171.6,2.4,3.9,31.62
2026-03-15,Boka,Beans,160.0,Retail,KG,WFP,Coast,-0.34,38.78,pulses and nuts,1.06,56.07666666666666,,2026-03-01,330.17681884765625,166.54,,,
2023-12-15,Bulesa Bulesa,Beans,183.0,Retail,KG,WFP,Eastern,0.96,38.54,pulses and nuts,54.1325,,,2023-12-01,142.2794647216797,201.47,30.07,1.2,78.0
2024-03-15,Bulesa Bulesa,Beans,147.0,Retail,KG,WFP,Eastern,0.96,38.54,pulses and nuts,29.1875,,,2024-03-01,133.21316528320312,190.38,7.44,30.07,1.2
2024-06-15,Bulesa Bulesa,Beans,144.0,Retail,KG,WFP,Eastern,0.96,38.54,pulses and nuts,8.3925,,,2024-06-01,113.0927963256836,173.1,0.3,7.44,30.07
2024-09-15,Bulesa Bulesa,Beans,140.0,Retail,KG,WFP,Eastern,0.96,38.54,pulses and nuts,30.2775,54.1325,,2024-09-01,130.35877990722656,171.6,1.8,0.3,7.44
2023-12-15,Bura,Beans,179.0,Retail,KG,WFP,Coast,-1.19,39.84,pulses and nuts,82.7,,,2023-12-01,142.2794647216797,201.47,49.6,11.4,32.4
2024-03-15,Bura,Beans,166.0,Retail,KG,WFP,Coast,-1.19,39.84,pulses and nuts,56.07666666666666,,,2024-03-01,133.21316528320312,190.38,31.93,49.6,11.4
2024-06-15,Bura,Beans,162.0,Retail,KG,WFP,Coast,-1.19,39.84,pulses and nuts,29.886666666666667,,,2024-06-01,113.0927963256836,173.1,15.9,31.93,49.6
2024-09-15,Bura,Beans,140.0,Retail,KG,WFP,Coast,-1.19,39.84,pulses and nuts,25.078333333333333,82.7,,2024-09-01,130.35877990722656,171.6,3.3,15.9,31.93
2025-03-15,Bura,Beans,161.0,Retail,KG,WFP,Coast,-1.19,39.84,pulses and nuts,66.12166666666667,56.07666666666666,,2025-03-01,175.901123046875,167.06,44.95,16.12,3.3
2026-03-15,Bura,Beans,153.0,Retail,KG,WFP,Coast,-1.19,39.84,pulses and nuts,1.06,29.886666666666667,,2026-03-01,330.17681884765625,166.54,,,
2023-12-15,Bute,Beans,210.0,Retail,KG,WFP,North Eastern,3.36,39.42,pulses and nuts,12.123333333333331,,,2023-12-01,142.2794647216797,201.47,6.2,6.0,105.3
2024-03-15,Bute,Beans,174.0,Retail,KG,WFP,North Eastern,3.36,39.42,pulses and nuts,10.613333333333332,,,2024-03-01,133.21316528320312,190.38,26.66,6.2,6.0
2024-06-15,Bute,Beans,160.0,Retail,KG,WFP,North Eastern,3.36,39.42,pulses and nuts,4.093333333333334,,,2024-06-01,113.0927963256836,173.1,14.7,26.66,6.2
2024-09-15,Bute,Beans,175.0,Retail,KG,WFP,North Eastern,3.36,39.42,pulses and nuts,3.866666666666666,12.123333333333331,,2024-09-01,130.35877990722656,171.6,10.8,14.7,26.66
2023-12-15,Charidende,Beans,161.0,Retail,KG,WFP,Coast,-0.78,39.67,pulses and nuts,82.7,,,2023-12-01,142.2794647216797,201.47,50.84,12.3,38.1
2024-03-15,Charidende,Beans,164.0,Retail,KG,WFP,Coast,-0.78,39.67,pulses and nuts,56.07666666666666,,,2024-03-01,133.21316528320312,190.38,33.48,50.84,12.3
2024-06-15,Charidende,Beans,183.0,Retail,KG,WFP,Coast,-0.78,39.67,pulses and nuts,29.886666666666667,,,2024-06-01,113.0927963256836,173.1,15.3,33.48,50.84
2024-09-15,Charidende,Beans,151.0,Retail,KG,WFP,Coast,-0.78,39.67,pulses and nuts,25.078333333333333,82.7,,2024-09-01,130.35877990722656,171.6,3.3,15.3,33.48
2025-03-15,Charidende,Beans,154.0,Retail,KG,WFP,Coast,-0.78,39.67,pulses and nuts,66.12166666666667,56.07666666666666,,2025-03-01,175.901123046875,167.06,46.19,15.5,3.3
2026-03-15,Charidende,Beans,140.0,Retail,KG,WFP,Coast,-0.78,39.67,pulses and nuts,1.06,29.886666666666667,,2026-03-01,330.17681884765625,166.54,,,
2023-12-15,Chemolingot,Beans,125.0,Retail,KG,WFP,Rift Valley,0.99,35.97,pulses and nuts,79.61142857142856,,,2023-12-01,142.2794647216797,201.47,28.83,92.1,60.0
2024-03-15,Chemolingot,Beans,196.0,Retail,KG,WFP,Rift Valley,0.99,35.97,pulses and nuts,58.457142857142856,,,2024-03-01,133.21316528320312,190.38,39.06,28.83,92.1
2024-03-15,Dadaab town,Beans,156.0,Retail,KG,WFP,North Eastern,0.06,40.31,pulses and nuts,10.613333333333332,,,2024-03-01,133.21316528320312,190.38,16.12,41.54,7.2
2024-06-15,Dadaab town,Beans,143.0,Retail,KG,WFP,North Eastern,0.06,40.31,pulses and nuts,4.093333333333334,,,2024-06-01,113.0927963256836,173.1,7.5,16.12,41.54
2024-09-15,Dadaab town,Beans,174.0,Retail,KG,WFP,North Eastern,0.06,40.31,pulses and nuts,3.866666666666666,,,2024-09-01,130.35877990722656,171.6,3.6,7.5,16.12
2025-03-15,Dadaab town,Beans,110.0,Retail,KG,WFP,North Eastern,0.06,40.31,pulses and nuts,43.05,10.613333333333332,,2025-03-01,175.901123046875,167.06,89.59,8.06,3.6
2026-03-15,Dadaab town,Beans,135.0,Retail,KG,WFP,North Eastern,0.06,40.31,pulses and nuts,3.08,4.093333333333334,,2026-03-01,330.17681884765625,166.54,,,
2023-12-15,Dagahaley (Daadab),Beans,168.0,Retail,KG,WFP,North Eastern,0.19,40.29,pulses and nuts,12.123333333333331,,,2023-12-01,142.2794647216797,201.47,41.54,7.2,216.9
2024-03-15,Dagahaley (Daadab),Beans,160.0,Retail,KG,WFP,North Eastern,0.19,40.29,pulses and nuts,10.613333333333332,,,2024-03-01,133.21316528320312,190.38,16.12,41.54,7.2
2024-06-15,Dagahaley (Daadab),Beans,141.0,Retail,KG,WFP,North Eastern,0.19,40.29,pulses and nuts,4.093333333333334,,,2024-06-01,113.0927963256836,173.1,7.5,16.12,41.54
2024-09-15,Dagahaley (Daadab),Beans,128.0,Retail,KG,WFP,North Eastern,0.19,40.29,pulses and nuts,3.866666666666666,12.123333333333331,,2024-09-01,130.35877990722656,171.6,3.6,7.5,16.12
2025-03-15,Dagahaley (Daadab),Beans,138.0,Retail,KG,WFP,North Eastern,0.19,40.29,pulses and nuts,43.05,10.613333333333332,,2025-03-01,175.901123046875,167.06,89.59,8.06,3.6
2025-06-15,Dagahaley (Daadab),Beans,138.0,Retail,KG,WFP,North Eastern,0.19,40.29,pulses and nuts,10.056666666666668,4.093333333333334,,2025-06-01,222.58563232421875,162.91,33.0,89.59,8.06
2025-09-15,Dagahaley (Daadab),Beans,121.0,Retail,KG,WFP,North Eastern,0.19,40.29,pulses and nuts,3.87,3.866666666666666,12.123333333333331,2025-09-01,125.86952209472656,171.47,7.8,33.0,89.59
2025-12-15,Dagahaley (Daadab),Beans,110.0,Retail,KG,WFP,North Eastern,0.19,40.29,pulses and nuts,6.963333333333334,43.05,10.613333333333332,2025-12-01,132.48622131347656,171.47,9.92,7.8,33.0
2026-03-15,Dagahaley (Daadab),Beans,125.0,Retail,KG,WFP,North Eastern,0.19,40.29,pulses and nuts,3.08,10.056666666666668,4.093333333333334,2026-03-01,330.17681884765625,166.54,,,
2024-03-15,Damajale,Beans,167.0,Retail,KG,WFP,North Eastern,0.1,40.78,pulses and nuts,10.613333333333332,,,2024-03-01,133.21316528320312,190.38,13.95,42.47,9.9
2024-06-15,Damajale,Beans,150.0,Retail,KG,WFP,North Eastern,0.1,40.78,pulses and nuts,4.093333333333334,,,2024-06-01,113.0927963256836,173.1,16.2,13.95,42.47
2024-09-15,Dambala Fachana,Beans,120.0,Retail,KG,WFP,Eastern,3.51,38.75,pulses and nuts,30.2775,,,2024-09-01,130.35877990722656,171.6,10.8,14.7,25.11
2026-03-15,Dambala Fachana,Beans,120.0,Retail,KG,WFP,Eastern,3.51,38.75,pulses and nuts,2.23,,,2026-03-01,330.17681884765625,166.54,,,
2023-12-15,Dertu,Beans,200.0,Retail,KG,WFP,North Eastern,0.28,39.8,pulses and nuts,12.123333333333331,,,2023-12-01,142.2794647216797,201.47,29.14,4.2,462.6
2024-03-15,Dertu,Beans,180.0,Retail,KG,WFP,North Eastern,0.28,39.8,pulses and nuts,10.613333333333332,,,2024-03-01,133.21316528320312,190.38,10.54,29.14,4.2
2024-06-15,Dertu,Beans,168.0,Retail,KG,WFP,North Eastern,0.28,39.8,pulses and nuts,4.093333333333334,,,2024-06-01,113.0927963256836,173.1,3.6,10.54,29.14
2024-09-15,Dertu,Beans,170.0,Retail,KG,WFP,North Eastern,0.28,39.8,pulses and nuts,3.866666666666666,12.123333333333331,,2024-09-01,130.35877990722656,171.6,3.9,3.6,10.54
2026-03-15,Dertu,Beans,168.0,Retail,KG,WFP,North Eastern,0.28,39.8,pulses and nuts,3.08,10.613333333333332,,2026-03-01,330.17681884765625,166.54,,,
2023-12-15,Dirib,Beans,150.0,Retail,KG,WFP,Eastern,2.29,38.06,pulses and nuts,54.1325,,,2023-12-01,142.2794647216797,201.47,10.85,1.5,36.3
2024-03-15,Dirib,Beans,150.0,Retail,KG,WFP,Eastern,2.29,38.06,pulses and nuts,29.1875,,,2024-03-01,133.21316528320312,190.38,12.09,10.85,1.5
2024-06-15,Dirib,Beans,100.0,Retail,KG,WFP,Eastern,2.29,38.06,pulses and nuts,8.3925,,,2024-06-01,113.0927963256836,173.1,1.8,12.09,10.85
2023-12-15,Dub Goba,Beans,127.0,Retail,KG,WFP,Eastern,2.33,38.03,pulses and nuts,54.1325,,,2023-12-01,142.2794647216797,201.47,10.85,1.5,36.3
2024-03-15,Dub Goba,Beans,107.0,Retail,KG,WFP,Eastern,2.33,38.03,pulses and nuts,29.1875,,,2024-03-01,133.21316528320312,190.38,12.09,10.85,1.5
2024-06-15,Dub Goba,Beans,123.0,Retail,KG,WFP,Eastern,2.33,38.03,pulses and nuts,8.3925,,,2024-06-01,113.0927963256836,173.1,1.8,12.09,10.85
2024-03-15,El Wak,Beans,200.0,Retail,KG,WFP,North Eastern,2.81,40.93,pulses and nuts,10.613333333333332,,,2024-03-01,133.21316528320312,190.38,15.81,2.48,1.5
2024-06-15,El Wak,Beans,157.0,Retail,KG,WFP,North Eastern,2.81,40.93,pulses and nuts,4.093333333333334,,,2024-06-01,113.0927963256836,173.1,6.0,15.81,2.48
2025-12-15,El Wak,Beans,150.0,Retail,KG,WFP,North Eastern,2.81,40.93,pulses and nuts,6.963333333333334,,,2025-12-01,132.48622131347656,171.47,8.06,33.3,4.2
2023-12-15,Eldas,Beans,213.0,Retail,KG,WFP,North Eastern,2.49,39.57,pulses and nuts,12.123333333333331,,,2023-12-01,142.2794647216797,201.47,6.82,3.0,246.3
2024-09-15,Eldas,Beans,188.0,Retail,KG,WFP,North Eastern,2.49,39.57,pulses and nuts,3.866666666666666,,,2024-09-01,130.35877990722656,171.6,7.2,4.2,12.4
2006-01-01,Eldoret,Beans,45.854,Wholesale,tonne,FAO_GIEWS,,,,,,,,2006-01-01,94.51001739501952,64.82,,,
2006-02-01,Eldoret,Beans,44.02,Wholesale,tonne,FAO_GIEWS,,,,,,,,2006-02-01,95.85819244384766,64.77,,,
2006-03-01,Eldoret,Beans,50.541,Wholesale,tonne,FAO_GIEWS,,,,,,,,2006-03-01,92.79762268066406,64.77,,,
2006-04-01,Eldoret,Beans,48.605,Wholesale,tonne,FAO_GIEWS,,,,,,,,2006-04-01,89.01580047607422,65.85,,,
2006-05-01,Eldoret,Beans,53.598,Wholesale,tonne,FAO_GIEWS,,,,,,,,2006-05-01,85.20877838134766,66.7,,,
2006-06-01,Eldoret,Beans,46.057,Wholesale,tonne,FAO_GIEWS,,,,,,,,2006-06-01,102.57276916503906,70.29,,,
2006-07-01,Eldoret,Beans,41.434,Wholesale,tonne,FAO_GIEWS,,,,,,,,2006-07-01,137.13482666015625,72.08,,,
2006-08-01,Eldoret,Beans,29.392,Wholesale,tonne,FAO_GIEWS,,,,,,,,2006-08-01,147.08111572265625,73.73,,,
2006-09-01,Eldoret,Beans,36.49,Wholesale,tonne,FAO_GIEWS,,,,,,,,2006-09-01,111.72425842285156,73.56,,,
2006-10-01,Eldoret,Beans,38.177,Wholesale,tonne,FAO_GIEWS,,,,,,,,2006-10-01,113.1352996826172,71.59,,,
2006-11-01,Eldoret,Beans,42.217,Wholesale,tonne,FAO_GIEWS,,,,,,,,2006-11-01,88.77892303466797,69.25,,,
2006-12-01,Eldoret,Beans,40.759,Wholesale,tonne,FAO_GIEWS,,,,,,,,2006-12-01,90.60655975341795,66.76,,,
2007-01-01,Eldoret,Beans,43.469,Wholesale,tonne,FAO_GIEWS,,,,,,,,2007-01-01,97.9200439453125,66.86,,,
2007-02-01,Eldoret,Beans,46.45,Wholesale,tonne,FAO_GIEWS,,,,,,,,2007-02-01,96.16935729980467,65.86,,,
2007-03-01,Eldoret,Beans,42.176,Wholesale,tonne,FAO_GIEWS,,,,,,,,2007-03-01,87.33650207519531,66.36,,,
2007-04-01,Eldoret,Beans,46.567,Wholesale,tonne,FAO_GIEWS,,,,,,,,2007-04-01,76.6133804321289,68.22,,,
2007-05-01,Eldoret,Beans,45.854,Wholesale,tonne,FAO_GIEWS,,,,,,,,2007-05-01,92.5995864868164,69.58,,,
2007-06-01,Eldoret,Beans,47.28,Wholesale,tonne,FAO_GIEWS,,,,,,,,2007-06-01,97.9723129272461,69.95,,,
2007-07-01,Eldoret,Beans,47.201,Wholesale,tonne,FAO_GIEWS,,,,,,,,2007-07-01,112.34625244140624,70.52,,,
2007-08-01,Eldoret,Beans,45.548,Wholesale,tonne,FAO_GIEWS,,,,,,,,2007-08-01,83.17320251464844,70.36,,,
2007-09-01,Eldoret,Beans,41.166,Wholesale,tonne,FAO_GIEWS,,,,,,,,2007-09-01,94.4888687133789,71.33,,,
2007-10-01,Eldoret,Beans,44.767,Wholesale,tonne,FAO_GIEWS,,,,,,,,2007-10-01,101.47301483154295,73.18,,,
2007-11-01,Eldoret,Beans,48.86,Wholesale,tonne,FAO_GIEWS,,,,,,,,2007-11-01,89.79544830322266,75.07,,,
2007-12-01,Eldoret,Beans,51.662,Wholesale,tonne,FAO_GIEWS,,,,,,,,2007-12-01,94.96749114990234,75.36,,,
2008-04-01,Eldoret,Beans,83.172,Wholesale,tonne,FAO_GIEWS,,,,,,,,2008-04-01,71.9048080444336,85.62,,,
2008-05-01,Eldoret,Beans,87.466,Wholesale,tonne,FAO_GIEWS,,,,,,,,2008-05-01,72.57379913330078,87.91,,,
2008-06-01,Eldoret,Beans,86.78,Wholesale,tonne,FAO_GIEWS,,,,,,,,2008-06-01,87.54842376708984,95.7,,,
2008-07-01,Eldoret,Beans,67.099,Wholesale,tonne,FAO_GIEWS,,,,,,,,2008-07-01,89.73957061767578,100.21,,,
2008-08-01,Eldoret,Beans,56.156,Wholesale,tonne,FAO_GIEWS,,,,,,,,2008-08-01,88.55410766601562,103.1,,,
2008-09-01,Eldoret,Beans,59.712,Wholesale,tonne,FAO_GIEWS,,,,,,,,2008-09-01,88.54255676269531,101.48,,,
2008-10-01,Eldoret,Beans,61.968,Wholesale,tonne,FAO_GIEWS,,,,,,,,2008-10-01,64.15979766845703,97.73,,,
2008-11-01,Eldoret,Beans,62.531,Wholesale,tonne,FAO_GIEWS,,,,,,,,2008-11-01,79.08097076416016,86.94,,,
2008-12-01,Eldoret,Beans,58.591,Wholesale,tonne,FAO_GIEWS,,,,,,,,2008-12-01,92.3664321899414,72.19,,,
2009-01-01,Eldoret,Beans,68.139,Wholesale,tonne,FAO_GIEWS,,,,,,,,2009-01-01,85.36947631835938,75.57,,,
2009-02-01,Eldoret,Beans,68.74,Wholesale,tonne,FAO_GIEWS,,,,,,,,2009-02-01,67.45267486572266,73.94,,,
2009-03-01,Eldoret,Beans,64.277,Wholesale,tonne,FAO_GIEWS,,,,,,,,2009-03-01,72.64462280273438,72.59,,,
2009-04-01,Eldoret,Beans,70.182,Wholesale,tonne,FAO_GIEWS,,,,,,,,2009-04-01,85.6884994506836,70.11,,,
2009-05-01,Eldoret,Beans,69.239,Wholesale,tonne,FAO_GIEWS,,,,,,,,2009-05-01,89.68086242675781,66.11,,,
